ID	EGAR00001193038	EGAR00001193080	EGAR00001193046	EGAR00001193088	EGAR00001193016	EGAR00001193042	EGAR00001193074	EGAR00001193014	EGAR00001193058	EGAR00001193068	EGAR00001193064	EGAR00001193048	EGAR00001193030	EGAR00001193070	EGAR00001193054	EGAR00001193044	EGAR00001193060	EGAR00001193056	EGAR00001193018	EGAR00001193026	EGAR00001193036	EGAR00001193034	EGAR00001193020	EGAR00001193024	EGAR00001193084	EGAR00001193062	EGAR00001193078	EGAR00001193050	EGAR00001193040	EGAR00001193072	EGAR00001193052	EGAR00001193028	EGAR00001193022	EGAR00001193066	EGAR00001193090	EGAR00001193032	EGAR00001193076	EGAR00001193012	EGAR00001193086	EGAR00001193082
4__143543508__143543972__ENSG00000153147	16.7233486382613	12.7498585492667	13.9497091049723	9.20584473190288	18.9157292947465	24.2573429166908	13.0249134266959	9.63930269667773	17.7934621978618	13.3962853186035	31.2824124484852	9.11724959042543	27.7202142875232	16.4188279858368	19.9313898344835	14.8500743219911	7.67571939116421	9.23165663824313	17.8200627063194	12.3006870283064	14.9169717756516	12.6546729005056	10.1720252660053	14.3519866315929	15.7264441732876	13.9328289571522	14.8369262365013	17.5430369743191	18.867503664658	13.6127730884822	15.0726795684176	15.8037122531068	12.8193989460397	7.89295877405993	12.425596650932	18.3597197092228	14.2319151492958	15.4304400909543	14.8449203761733	12.6811974807192
15__64499292__64500166__ENSG00000180357	7.49437299347614	5.27516077403869	6.24361980101584	3.55345606651451	8.2124069106001	10.1746077233897	4.20563469681266	3.83480396612857	8.38189488305369	5.78192925437735	8.73422497101398	3.99206530823599	8.85982157612195	6.98673531312205	7.18971252040941	7.39580473122783	3.63885956321859	3.25181285838824	7.63179900713679	6.07722186074849	6.48998102688993	6.965874991104	4.97722091892771	5.47099229298318	6.58790803181278	6.1211173242719	9.90604726835063	6.90248184749053	7.75759547032066	6.40003510876403	7.3545421139757	7.41558805722704	5.50437468869502	2.77921083593659	6.12322980439114	8.63487202978097	5.68754812565808	7.32101172198563	6.80321493810915	5.1788554832959
1__24514313__24514567__ENSG00000117602	6.03404512036556	4.62275573131306	4.93583457242468	4.19786519774771	6.50466136760114	8.32161625058698	3.7034693598798	2.82381019324013	5.92513258974485	4.57217174884609	10.7624654977557	4.02693050743456	9.67735876018471	7.47991662934243	0	5.93418324284289	3.16504972425784	3.47005533210557	6.61673214411859	4.61478879265393	4.91241640804591	5.59204964563626	3.42693899336006	5.54593739288706	5.45105664579199	5.22723987374331	4.87182652541834	5.8106683649116	5.8665472670292	3.92129135235383	5.07380770559672	5.85953023538268	4.99739280947311	3.0174289075883	4.34814456854371	5.98778830917598	5.32229274144151	6.75785697414058	5.71741504773762	5.48678743095133
7__158759485__158764853__ENSG00000117868	5.89320131534474	5.07011918918207	5.99050007935303	3.95851323471824	7.47274642063876	9.65240103559987	4.73918536730381	4.86322866613578	8.11092845364463	5.78192925437735	14.8920362999506	3.81773931224315	10.9131707826052	6.59630010444758	7.02593774773493	6.73807506145461	3.98000264727033	3.7537705479381	5.75204555710309	5.18351276357959	6.33022764776648	5.6307489511424	5.00441884744644	5.10875764344776	5.33445650363601	6.1211173242719	6.08240160143138	7.14305091992318	8.12291160050197	4.55113607734331	6.24722903164678	6.97794679483331	4.4904109302512	3.14447854580255	5.29268533624234	8.66318308561631	5.29620307114032	6.59695561761342	5.51382756829295	5.20684929671912
8__51860844__51861246__ENSG00000168300	5.65599069636231	6.13260740162095	4.16241320067722	4.67656912380666	6.20009528349941	8.37215238166342	3.86039602767132	4.79350495766071	7.15351373639927	6.42238911024684	11.0365520554235	3.08557012907323	9.88649617936355	5.13730537729563	6.53461342971151	7.61504795448557	2.36904919480377	4.71403743229437	3.75950690006738	3.88357225860665	5.11210813195022	5.0502593685504	5.19480434707755	3.85967264504978	5.72798198341243	4.97462233337653	5.44758784205869	6.58789152200169	8.48822773068328	5.14034565878507	4.5284146948974	6.27285809431009	4.63526289574317	2.66804240249913	5.73238534879171	6.52569837004758	0	5.63154747845048	4.15657770532853	4.94090806919852
1__805798__810170__ENSG00000230092	4.61078140647098	4.71595645170244	3.99366671956869	3.77439634008018	3.75268925053912	6.21594412240201	4.48810269883739	3.55590913222831	4.98578230112676	5.07030719230014	8.53322816205759	2.64975513909114	6.90153483290186	7.29497363575979	3.66855490790822	4.42871310980639	2.40695398192063	2.53161269512105	4.30463540057715	2.8436198546283	3.8540502713531	3.50228714830507	4.05249134929087	5.69582759269482	3.45427921137086	3.40062073570661	4.05985543784862	4.25622205073143	5.78059053051595	2.21461532335009	3.70206164838328	4.44935283433622	3.82409188898812	2.3662995117403	4.34814456854371	4.33159154280816	3.27425362279857	4.5213281184131	3.47795277384632	6.38258946049441
12__46229152__46243314__ENSG00000111371	4.38098361933175	5.14467976549357	3.65617375735162	3.11157551938317	5.28639703119423	7.42881126823655	4.45671736527908	2.38803701527097	5.07610444426312	4.32310402711906	8.64286278512471	2.26623794790689	6.54029747250204	4.17149196636405	5.60109722546701	5.5833940856305	2.50171594971278	3.8192432900533	4.79337129758591	3.05486018668641	3.41472847876362	4.1214760364032	4.24287684892198	3.82220009509784	3.90610476222527	4.41109089717372	4.01556610579936	5.10746646087771	5.84505808290089	4.08383192654466	3.61942634373186	3.81720434421195	4.43247014405441	2.23924987352606	5.9440927622414	5.32247849704532	3.32643296340094	3.86163255665176	3.24043404782755	4.31104726717605
4__152411302__152412529__ENSG00000109670	4.14377300034932	3.00106319653791	3.41711624244786	1.9332273936996	5.27551967104774	5.62635592651022	2.98160668803882	2.77151741188383	4.26320515603593	3.54031975883413	8.56977303641329	2.00474895391764	5.57066034721831	3.6372122071253	5.10977290744359	3.66866993584622	2.63438270462179	2.13877624242985	4.47381321108018	3.23360200612018	3.3348517892019	3.34748992628053	2.80138663742926	3.94710859493764	3.60002938906583	3.40062073570661	4.79801097200291	4.49679112316407	4.96400153364009	3.25081148381665	3.98302168419808	3.86583115114459	3.3605655994138	2.04867541620469	3.53388528604489	4.20419179154909	3.69168834761751	4.36042676188594	3.83423086287448	3.40124833092136
5__123545416__123557564__ENSG00000151292	3.9510393724261	4.30587328198918	3.54367610327926	2.33828456190333	4.34006669844959	7.15928523582888	3.23268935650525	2.66693184917123	5.16642658739947	4.23415126935941	7.5465165544535	1.98731635431835	7.16770973003857	4.50027951051097	4.0779918395944	4.73565362236723	1.78152499449243	3.09904312678611	4.51140828008086	2.59988100994588	4.07371116764783	3.86993055061333	3.3725431363226	3.99707199487356	3.87695472668628	4.19733759378645	4.20748654467948	3.83059984565829	5.47974195271958	3.23049391204279	4.51188763396712	4.88699409672995	4.5193813233496	1.81045734455298	3.27332231564527	4.98274582702115	4.13521274273764	3.53982984359745	3.4100902806981	3.33126379736331
X__65051461__65075912__ENSG00000102053	3.46920530261804	2.14361656895565	2.17964204765192	2.35669625136714	2.56705699457169	3.04901324161183	2.47944135110597	1.81281642035169	2.4206334360543	2.3483528048548	4.09302592783918	1.32487756954557	2.87088639054595	2.42480813808354	2.60401888552414	2.36782681118361	1.15609600706424	2.02965500557118	2.97001045105323	1.05620166029051	1.97694806665262	1.95431492805973	2.25742806705464	2.27333469708433	2.74010334066549	1.67116219011868	2.406387041343	1.88754195293307	2.85806148906551	1.58477059836062	3.14014157675367	3.4768166956835	1.75270878245289	1.57223927290127	2.06821857754701	3.73705937026586	0	2.49397102617093	2.39215288347479	2.23950507385769
